Value
7
6
6
4
6
6
5
9
6
2
4
7
3
3
6
6
4
2
5
2
6
7
3
4
6
7
3
2
4
7
4
3
5
6
8
7
6
7
3
2
6
3
8
2
6
7
3
3
5
4
2
4
5
7
0
6
5
3
6
8
5
5
3
4
5
4
1
6
4
4
1
4
4
4
5
3
5
4
5
3
3
3
8
8
5
7
5
7
8
11
4
3
1
5
3
3
1
9
4
4
